subID,time,method,channel,ints,slope
a20,C,lmer,frontal,4.000595007,-1.157856242
a20,C,lmer,central,3.926435661,-1.585688839
a20,C,lmer,parietal,4.264363509,-1.757314723
a20,C,lmer,occipital,4.637246252,-1.839573331
a20,C,fooof,frontal,1.71779209,1.20103114
a20,C,fooof,central,1.53628251,1.53280557
a20,C,fooof,parietal,1.53672948,1.62050796
a20,C,fooof,occipital,1.75794062,1.78313719
a21,A,lmer,frontal,0.42116974,-0.458375268
a21,A,lmer,central,2.437139009,-1.25895888
a21,A,lmer,parietal,2.612797127,-1.304408341
a21,A,lmer,occipital,2.92383063,-1.310999315
a21,A,fooof,frontal,0.1039838,0.40276396
a21,A,fooof,central,0.96578874,1.23372919
a21,A,fooof,parietal,1.03852853,1.29746211
a21,A,fooof,occipital,1.24069334,1.32987843
a21,B,lmer,frontal,1.41815652,-0.941118214
a21,B,lmer,central,3.219904973,-1.57428209
a21,B,lmer,parietal,3.053362753,-1.498443954
a21,B,lmer,occipital,2.494547183,-1.084391461
a21,B,fooof,frontal,0.532868722,0.967884584
a21,B,fooof,central,1.116628225,1.414265322
a21,B,fooof,parietal,1.11526108,1.413138297
a21,B,fooof,occipital,0.918604843,1.071610673
a21,C,lmer,frontal,1.205627568,-0.727307824
a21,C,lmer,central,2.40757336,-1.277822245
a21,C,lmer,parietal,2.599842985,-1.329660935
a21,C,lmer,occipital,2.763499949,-1.306374486
a21,C,fooof,frontal,0.461,0.6908
a21,C,fooof,central,0.95042495,1.23828921
a21,C,fooof,parietal,1.02593959,1.30505303
a21,C,fooof,occipital,1.15698111,1.30751929
a22,A,lmer,frontal,1.232083266,-1.067100164
a22,A,lmer,central,2.302002489,-1.279446147
a22,A,lmer,parietal,2.723316714,-1.456345802
a22,A,lmer,occipital,2.123929795,-1.079403889
a22,A,fooof,frontal,0.5003083,1.04037931
a22,A,fooof,central,1.1124559,1.45843268
a22,A,fooof,parietal,1.18942309,1.51282127
a22,A,fooof,occipital,0.76652125,0.98886068
a22,B,lmer,frontal,1.37858631,-1.084155889
a22,B,lmer,central,2.998505861,-1.611938293
a22,B,lmer,parietal,3.153222399,-1.657142373
a22,B,lmer,occipital,2.577507735,-1.309864481
a22,B,fooof,frontal,0.439135704,1.026700198
a22,B,fooof,central,0.953972169,1.437277388
a22,B,fooof,parietal,1.110594966,1.564609068
a22,B,fooof,occipital,1.006513196,1.387084134
a22,C,lmer,frontal,1.825510213,-1.176704737
a22,C,lmer,central,2.653346423,-1.408304141
a22,C,lmer,parietal,2.775301588,-1.483775462
a22,C,lmer,occipital,2.025183924,-1.0956028
a22,C,fooof,frontal,1.8,1.5487
a22,C,fooof,central,1.05908988,1.41737452
a22,C,fooof,parietal,1.14716527,1.48266843
a22,C,fooof,occipital,0.7817828,1.04847877
a23,A,lmer,frontal,2.434752464,-1.090415487
a23,A,lmer,central,3.420618687,-1.338853602
a23,A,lmer,parietal,4.051565343,-1.482111285
a23,A,lmer,occipital,3.527928117,-1.367316623
a23,A,fooof,frontal,0.85228035,1.07583227
a23,A,fooof,central,1.16523484,1.2030506
a23,A,fooof,parietal,1.35167787,1.32194936
a23,A,fooof,occipital,1.06242033,1.11908004
a23,B,lmer,frontal,2.683575443,-1.236833756
a23,B,lmer,central,3.470793263,-1.445498544
a23,B,lmer,parietal,3.545153517,-1.467167123
a23,B,lmer,occipital,3.116230864,-1.354526044
a23,B,fooof,frontal,1.145129639,1.499764375
a23,B,fooof,central,1.366219194,1.601320114
a23,B,fooof,parietal,1.305616483,1.559877465
a23,B,fooof,occipital,1.143060721,1.456349002
a23,C,lmer,frontal,2.086797516,-0.923625858
a23,C,lmer,central,3.124407918,-1.201436667
a23,C,lmer,parietal,4.084215661,-1.494605251
a23,C,lmer,occipital,3.773688647,-1.468655561
a23,C,fooof,frontal,0.5891,0.7198
a23,C,fooof,central,0.95344814,0.95346162
a23,C,fooof,parietal,1.2958966,1.23789713
a23,C,fooof,occipital,1.16056306,1.21699058
a24,A,lmer,frontal,2.065135156,-1.47595823
a24,A,lmer,central,2.878432343,-1.500776292
a24,A,lmer,parietal,3.018556702,-1.593002464
a24,A,lmer,occipital,2.227380747,-1.380744644
a24,A,fooof,frontal,0.89405199,1.53187863
a24,A,fooof,central,1.13846848,1.47435873
a24,A,fooof,parietal,1.16196128,1.55933302
a24,A,fooof,occipital,0.8161659,1.3400267
a24,B,lmer,frontal,2.34139121,-1.620976508
a24,B,lmer,central,3.297222227,-1.700136448
a24,B,lmer,parietal,3.05659195,-1.652306181
a24,B,lmer,occipital,2.177445082,-1.29296768
a24,B,fooof,frontal,0.800254643,1.46091453
a24,B,fooof,central,1.017232473,1.450555971
a24,B,fooof,parietal,1.056102836,1.454864339
a24,B,fooof,occipital,0.79292704,1.260438445
a24,C,lmer,frontal,2.568211972,-1.604714065
a24,C,lmer,central,2.995692926,-1.593070093
a24,C,lmer,parietal,3.161130582,-1.623730475
a24,C,lmer,occipital,2.544937191,-1.471009634
a24,C,fooof,frontal,1.1667,1.7332
a24,C,fooof,central,1.14957258,1.5635083
a24,C,fooof,parietal,1.1119766,1.54025969
a24,C,fooof,occipital,0.87835016,1.40039522
a26,A,lmer,frontal,2.579969567,-1.361641706
a26,A,lmer,central,3.969085992,-1.84100179
a26,A,lmer,parietal,3.941533515,-1.719959219
a26,A,lmer,occipital,3.655172558,-1.598684288
a26,A,fooof,frontal,1.00491601,1.2989467
a26,A,fooof,central,1.51273654,1.73925305
a26,A,fooof,parietal,1.56092509,1.72807733
a26,A,fooof,occipital,1.39239393,1.585777
a26,B,lmer,frontal,1.398328043,-0.70986227
a26,B,lmer,central,3.730187588,-1.705058957
a26,B,lmer,parietal,3.812769876,-1.77113955
a26,B,lmer,occipital,3.317389525,-1.572193323
a26,B,fooof,frontal,0.454986827,0.624581831
a26,B,fooof,central,1.151938779,1.379840506
a26,B,fooof,parietal,1.266086019,1.516232483
a26,B,fooof,occipital,1.072610678,1.356757831
a26,C,lmer,frontal,3.192859677,-1.002159689
a26,C,lmer,central,3.413903843,-1.415633614
a26,C,lmer,parietal,3.69340979,-1.540097535
a26,C,lmer,occipital,3.733426519,-1.607269375
a26,C,fooof,frontal,1.3285,0.9793
a26,C,fooof,central,1.33133996,1.33754052
a26,C,fooof,parietal,1.43741435,1.5218619
a26,C,fooof,occipital,1.42838921,1.60475116
a27,A,lmer,frontal,2.487041234,-0.986689946
a27,A,lmer,central,3.708170148,-1.274984926
a27,A,lmer,parietal,3.927339223,-1.292841699
a27,A,lmer,occipital,3.768927723,-1.356514344
a27,A,fooof,frontal,0.87267497,0.86670633
a27,A,fooof,central,1.38519602,1.25399022
a27,A,fooof,parietal,1.47203222,1.35358932
a27,A,fooof,occipital,1.2584405,1.183409
a27,B,lmer,frontal,2.994081401,-1.350154977
a27,B,lmer,central,3.90801117,-1.604404984
a27,B,lmer,parietal,3.613187762,-1.526446141
a27,B,lmer,occipital,3.31425668,-1.440258665
a27,B,fooof,frontal,1.228157924,1.459487366
a27,B,fooof,central,1.548627086,1.698697311
a27,B,fooof,parietal,1.419682867,1.622960133
a27,B,fooof,occipital,1.247557157,1.488059865
a27,C,lmer,frontal,2.546565848,-1.043236166
a27,C,lmer,central,3.628667629,-1.23827378
a27,C,lmer,parietal,4.074764475,-1.347680399
a27,C,lmer,occipital,3.734277269,-1.352762035
a27,C,fooof,frontal,0.89163027,0.96502662
a27,C,fooof,central,1.26144669,1.18550906
a27,C,fooof,parietal,1.46280923,1.36217483
a27,C,fooof,occipital,1.20332103,1.15514237
a28,A,lmer,frontal,2.666848309,-1.654040562
a28,A,lmer,central,3.969749359,-1.933890613
a28,A,lmer,parietal,4.123258781,-2.035247016
a28,A,lmer,occipital,3.647167384,-1.835963118
a28,A,fooof,frontal,1.17571856,1.67506164
a28,A,fooof,central,1.40241123,1.7121913
a28,A,fooof,parietal,1.54161548,1.87979173
a28,A,fooof,occipital,1.54519501,1.84312788
a28,B,lmer,frontal,2.713689207,-1.621064925
a28,B,lmer,central,4.652800237,-2.154876287
a28,B,lmer,parietal,4.681081673,-2.189096366
a28,B,lmer,occipital,4.034846544,-1.924851991
a28,B,fooof,frontal,0.72808127,1.344576439
a28,B,fooof,central,1.452615673,1.781622919
a28,B,fooof,parietal,1.460259279,1.832035705
a28,B,fooof,occipital,1.332307574,1.700794735
a28,C,lmer,frontal,3.174818064,-1.840746062
a28,C,lmer,central,4.015004609,-1.995277589
a28,C,lmer,parietal,4.132946373,-2.066454974
a28,C,lmer,occipital,3.585896748,-1.812670559
a28,C,fooof,frontal,1.1184,1.657
a28,C,fooof,central,1.49438619,1.89625457
a28,C,fooof,parietal,1.50942778,1.89439382
a28,C,fooof,occipital,1.52146426,1.84809328
a29,A,lmer,frontal,2.317449212,-0.894692282
a29,A,lmer,central,3.012855352,-1.034999596
a29,A,lmer,parietal,3.041610614,-1.008056989
a29,A,lmer,occipital,2.349282855,-0.748453048
a29,A,fooof,frontal,0.71381937,0.74031277
a29,A,fooof,central,0.93613033,0.85649948
a29,A,fooof,parietal,0.98478696,0.91605106
a29,A,fooof,occipital,0.69648503,0.64128401
a29,B,lmer,frontal,2.739861255,-1.198249342
a29,B,lmer,central,3.424508011,-1.369162716
a29,B,lmer,parietal,2.992881827,-1.189337258
a29,B,lmer,occipital,1.971386283,-0.738201034
a29,B,fooof,frontal,0.929786964,1.183080318
a29,B,fooof,central,1.173328569,1.353789978
a29,B,fooof,parietal,1.061387127,1.231816236
a29,B,fooof,occipital,0.72117107,0.776573184
a29,C,lmer,frontal,2.987061388,-1.087225406
a29,C,lmer,central,3.456066475,-1.049465845
a29,C,lmer,parietal,3.555821482,-1.066704151
a29,C,lmer,occipital,2.73249037,-0.785678433
a29,C,fooof,frontal,0.9401,0.9004
a29,C,fooof,central,1.07412445,0.82345845
a29,C,fooof,parietal,1.15356808,0.90657636
a29,C,fooof,occipital,0.86029774,0.64114022
a30,A,lmer,frontal,1.357689741,-0.985618895
a30,A,lmer,central,2.494341624,-1.218748478
a30,A,lmer,parietal,2.733645096,-1.287724693
a30,A,lmer,occipital,2.957848909,-1.355000367
a30,A,fooof,frontal,0.55419595,1.04123623
a30,A,fooof,central,0.99870188,1.23250796
a30,A,fooof,parietal,1.08163719,1.27877277
a30,A,fooof,occipital,1.22365058,1.366732
a30,B,lmer,frontal,1.713783927,-1.023726311
a30,B,lmer,central,2.904501034,-1.278797073
a30,B,lmer,parietal,2.87164348,-1.30343211
a30,B,lmer,occipital,2.586971139,-1.193946807
a30,B,fooof,frontal,0.551339476,0.913248699
a30,B,fooof,central,1.027701402,1.142719868
a30,B,fooof,parietal,1.034286311,1.194163627
a30,B,fooof,occipital,0.962003709,1.126979543
a30,C,lmer,frontal,2.007000314,-1.121834681
a30,C,lmer,central,2.343999661,-1.043848623
a30,C,lmer,parietal,2.579807351,-1.115266085
a30,C,lmer,occipital,2.550043425,-1.116443481
a30,C,fooof,frontal,0.8045,1.1164
a30,C,fooof,central,0.85007426,1.01672697
a30,C,fooof,parietal,0.92109021,1.06360661
a30,C,fooof,occipital,0.94149546,1.08281453
l01,A,lmer,frontal,3.450684947,-1.596027016
l01,A,lmer,central,3.926062635,-1.61551321
l01,A,lmer,parietal,3.904074461,-1.608366603
l01,A,lmer,occipital,3.474612348,-1.371484394
l01,A,fooof,frontal,1.44433186,1.58686667
l01,A,fooof,central,1.34337741,1.44615213
l01,A,fooof,parietal,1.62827293,1.67169887
l01,A,fooof,occipital,1.48306608,1.47223402
l01,B,lmer,frontal,3.366834547,-1.52015838
l01,B,lmer,central,4.157845535,-1.725039757
l01,B,lmer,parietal,4.279358424,-1.820775215
l01,B,lmer,occipital,4.130577437,-1.68263638
l01,B,fooof,frontal,1.131343069,1.32739056
l01,B,fooof,central,1.416523861,1.499512795
l01,B,fooof,parietal,1.540387077,1.746269883
l01,B,fooof,occipital,1.649366251,1.830656177
l01,C,lmer,frontal,3.448656669,-1.526006874
l01,C,lmer,central,3.853568783,-1.616374183
l01,C,lmer,parietal,4.012559062,-1.690873069
l01,C,lmer,occipital,3.630848765,-1.472298261
l01,C,fooof,frontal,1.4013,1.4609
l01,C,fooof,central,1.52010522,1.5497677
l01,C,fooof,parietal,1.68176267,1.76053356
l01,C,fooof,occipital,1.5262913,1.5739554
l02,A,lmer,frontal,2.83144679,-1.203855485
l02,A,lmer,central,3.829126262,-1.521838016
l02,A,lmer,parietal,3.52225493,-1.377204668
l02,A,lmer,occipital,3.357441006,-1.228283315
l02,A,fooof,frontal,0.90742277,1.00925059
l02,A,fooof,central,1.05021983,1.17472977
l02,A,fooof,parietal,1.20323217,1.21854957
l02,A,fooof,occipital,1.32147023,1.34521779
l02,B,lmer,frontal,3.666454006,-1.589951882
l02,B,lmer,central,4.424431036,-1.76088424
l02,B,lmer,parietal,4.022706775,-1.61522686
l02,B,lmer,occipital,3.875662407,-1.466427845
l02,B,fooof,frontal,1.192392388,1.40507651
l02,B,fooof,central,1.533115662,1.642118111
l02,B,fooof,parietal,1.517886444,1.682551053
l02,B,fooof,occipital,1.600249514,1.746429904
l02,C,lmer,frontal,3.279767645,-1.304515707
l02,C,lmer,central,4.122109584,-1.565845099
l02,C,lmer,parietal,3.965556738,-1.436735927
l02,C,lmer,occipital,3.661409802,-1.260932161
l02,C,fooof,frontal,1.0756,1.0818
l02,C,fooof,central,1.45395859,1.43241704
l02,C,fooof,parietal,1.33201748,1.25000328
l02,C,fooof,occipital,1.24531486,1.18520653
l03,A,lmer,frontal,1.542763186,-0.859490328
l03,A,lmer,central,3.005504106,-1.328434939
l03,A,lmer,parietal,3.171720015,-1.371019185
l03,A,lmer,occipital,3.501378644,-1.350924261
l03,A,fooof,frontal,0.75217203,0.99839353
l03,A,fooof,central,1.03179162,1.15623339
l03,A,fooof,parietal,1.36080497,1.43141001
l03,A,fooof,occipital,1.56350555,1.50182398
l03,B,lmer,frontal,1.949252977,-0.982225669
l03,B,lmer,central,3.470344111,-1.490584699
l03,B,lmer,parietal,3.547191357,-1.552034666
l03,B,lmer,occipital,3.423175189,-1.422517938
l03,B,fooof,frontal,0.839528696,1.099125248
l03,B,fooof,central,1.378304883,1.504430694
l03,B,fooof,parietal,1.393211137,1.564711549
l03,B,fooof,occipital,1.397403946,1.486944456
l03,C,lmer,frontal,3.320158059,-1.298382852
l03,C,lmer,central,3.418983301,-1.451630975
l03,C,lmer,parietal,3.252299257,-1.368575864
l03,C,lmer,occipital,3.195609917,-1.203794112
l03,C,fooof,frontal,1.4475,1.3656
l03,C,fooof,central,1.45395058,1.51264439
l03,C,fooof,parietal,1.40136746,1.47521884
l03,C,fooof,occipital,1.17175007,1.16178024
l04,A,lmer,frontal,4.133385296,-1.727964867
l04,A,lmer,central,4.806360294,-1.885545279
l04,A,lmer,parietal,4.601079852,-1.795630938
l04,A,lmer,occipital,4.288439905,-1.557567104
l04,A,fooof,frontal,1.77702907,1.77525079
l04,A,fooof,central,1.77335447,1.80046475
l04,A,fooof,parietal,1.9912422,1.90417829
l04,A,fooof,occipital,1.89087133,1.71378786
l04,B,lmer,frontal,4.071526816,-1.735889355
l04,B,lmer,central,5.088874758,-2.024851731
l04,B,lmer,parietal,4.803121473,-1.958871221
l04,B,lmer,occipital,4.26344484,-1.662528616
l04,B,fooof,frontal,1.435545429,1.577633997
l04,B,fooof,central,1.926333911,1.985085152
l04,B,fooof,parietal,1.891432349,1.985567094
l04,B,fooof,occipital,1.779072095,1.884081374
l04,C,lmer,frontal,4.274645956,-1.633303885
l04,C,lmer,central,4.950017893,-1.914056052
l04,C,lmer,parietal,4.711875291,-1.758520923
l04,C,lmer,occipital,4.222399462,-1.456525692
l04,C,fooof,frontal,1.7676,1.6215
l04,C,fooof,central,1.99967357,1.91149622
l04,C,fooof,parietal,1.8675092,1.77719113
l04,C,fooof,occipital,1.69915283,1.49395938
l05,A,lmer,frontal,1.272887187,-0.584136117
l05,A,lmer,central,2.826197704,-1.096184449
l05,A,lmer,parietal,3.514648974,-1.35227615
l05,A,lmer,occipital,3.833363417,-1.399072787
l05,A,fooof,frontal,0.40227122,0.48855304
l05,A,fooof,central,1.10129499,1.08687197
l05,A,fooof,parietal,1.2899833,1.25950687
l05,A,fooof,occipital,1.59164006,1.44326214
l05,B,lmer,frontal,1.878874017,-0.924565453
l05,B,lmer,central,3.50591945,-1.481941959
l05,B,lmer,parietal,3.696654567,-1.589294483
l05,B,lmer,occipital,3.479990705,-1.503229837
l05,B,fooof,frontal,0.811889978,1.075522318
l05,B,fooof,central,1.398201895,1.663583378
l05,B,fooof,parietal,1.49267623,1.804501937
l05,B,fooof,occipital,1.405262016,1.721743442
l05,C,lmer,frontal,2.977807107,-1.131795211
l05,C,lmer,central,3.552250179,-1.240094262
l05,C,lmer,parietal,4.21559544,-1.485182421
l05,C,lmer,occipital,4.811044243,-1.651817045
l05,C,fooof,frontal,1.1324,1.0804
l05,C,fooof,central,1.38948436,1.26754345
l05,C,fooof,parietal,1.4910059,1.32571376
l05,C,fooof,occipital,1.75787325,1.55356836
l06,A,lmer,frontal,1.354908799,-1.057057054
l06,A,lmer,central,2.322524465,-1.112849691
l06,A,lmer,parietal,3.651620209,-1.504865071
l06,A,lmer,occipital,3.899902395,-1.58228537
l06,A,fooof,frontal,0.20559184,0.85026461
l06,A,fooof,central,0.34638027,0.71648238
l06,A,fooof,parietal,1.09832018,1.25913922
l06,A,fooof,occipital,1.37810774,1.45294468
l06,B,lmer,frontal,0.164738328,-0.609299236
l06,B,lmer,central,2.112540993,-1.165057681
l06,B,lmer,parietal,2.905638389,-1.403769559
l06,B,lmer,occipital,3.023244669,-1.392949545
l06,B,fooof,frontal,0.059007321,0.763111282
l06,B,fooof,central,0.722010929,1.230708188
l06,B,fooof,parietal,1.044172716,1.463138366
l06,B,fooof,occipital,1.131400909,1.49877561
l06,C,lmer,frontal,4.03025322,-1.752876794
l06,C,lmer,central,4.611939885,-1.882609876
l06,C,lmer,parietal,4.898936555,-1.953407042
l06,C,lmer,occipital,4.515038259,-1.822223142
l06,C,fooof,frontal,1.3507,1.5271
l06,C,fooof,central,1.48107323,1.59505774
l06,C,fooof,parietal,1.63897254,1.72334068
l06,C,fooof,occipital,1.60685212,1.66755562
l07,A,lmer,frontal,2.602898322,-1.522871101
l07,A,lmer,central,3.491986087,-1.647271831
l07,A,lmer,parietal,3.276457717,-1.451912706
l07,A,lmer,occipital,2.578897695,-1.079096817
l07,A,fooof,frontal,1.1280395,1.61350256
l07,A,fooof,central,1.06330692,1.39540642
l07,A,fooof,parietal,1.35008033,1.49521324
l07,A,fooof,occipital,0.98112304,0.99809435
l07,B,lmer,frontal,2.026557542,-1.146047808
l07,B,lmer,central,3.546508565,-1.649510579
l07,B,lmer,parietal,3.233282862,-1.479579552
l07,B,lmer,occipital,2.479467534,-1.100159463
l07,B,fooof,frontal,0.580772982,0.990953937
l07,B,fooof,central,1.258685866,1.536639533
l07,B,fooof,parietal,1.25158479,1.522845479
l07,B,fooof,occipital,1.092945325,1.367151671
l07,C,lmer,frontal,2.642016335,-1.496542457
l07,C,lmer,central,3.384315158,-1.545277388
l07,C,lmer,parietal,3.410100868,-1.426567672
l07,C,lmer,occipital,2.837400256,-1.170576036
l07,C,fooof,frontal,1.0061,1.4229
l07,C,fooof,central,1.29134398,1.50903485
l07,C,fooof,parietal,1.30620875,1.42084993
l07,C,fooof,occipital,1.06147718,1.0789208
l08,A,lmer,frontal,2.229992478,-1.147171563
l08,A,lmer,central,3.425905539,-1.465936129
l08,A,lmer,parietal,3.168522679,-1.291318403
l08,A,lmer,occipital,3.066460874,-1.2711536
l08,A,fooof,frontal,0.87469125,1.11293578
l08,A,fooof,central,1.10148353,1.24950327
l08,A,fooof,parietal,1.18873415,1.22194741
l08,A,fooof,occipital,1.19399687,1.2463356
l08,B,lmer,frontal,1.99169768,-0.918671691
l08,B,lmer,central,3.788074525,-1.592603812
l08,B,lmer,parietal,3.587376955,-1.502335423
l08,B,lmer,occipital,3.151339523,-1.316477609
l08,B,fooof,frontal,0.787910372,0.962451121
l08,B,fooof,central,1.427300447,1.611034279
l08,B,fooof,parietal,1.381290633,1.635818031
l08,B,fooof,occipital,1.271210573,1.522799573
l08,C,lmer,frontal,2.720290821,-1.109525099
l08,C,lmer,central,3.343112442,-1.282810835
l08,C,lmer,parietal,3.349356056,-1.224852719
l08,C,lmer,occipital,2.956593937,-1.059000325
l08,C,fooof,frontal,1.0408,1.0476
l08,C,fooof,central,1.30283269,1.28576179
l08,C,fooof,parietal,1.1754291,1.10267833
l08,C,fooof,occipital,1.04222365,0.94794828
l09,A,lmer,frontal,3.202869861,-1.749304263
l09,A,lmer,central,3.729020245,-1.691421826
l09,A,lmer,parietal,4.137512875,-1.72359915
l09,A,lmer,occipital,3.96707772,-1.56530174
l09,A,fooof,frontal,1.22628556,1.66741622
l09,A,fooof,central,1.3003806,1.52430285
l09,A,fooof,parietal,1.7267724,1.7219239
l09,A,fooof,occipital,1.71242196,1.58634889
l09,B,lmer,frontal,2.653587703,-1.441138742
l09,B,lmer,central,3.646367323,-1.611910292
l09,B,lmer,parietal,3.887895019,-1.659833436
l09,B,lmer,occipital,3.484216705,-1.399234701
l09,B,fooof,frontal,1.052964611,1.516660305
l09,B,fooof,central,1.458735315,1.70270503
l09,B,fooof,parietal,1.530330628,1.705270676
l09,B,fooof,occipital,1.294709505,1.333431122
l09,C,lmer,frontal,3.507162327,-1.594938675
l09,C,lmer,central,3.864612881,-1.611466621
l09,C,lmer,parietal,4.463633005,-1.764968428
l09,C,lmer,occipital,4.423075897,-1.705747564
l09,C,fooof,frontal,1.5862,1.7032
l09,C,fooof,central,1.55805217,1.58336464
l09,C,fooof,parietal,1.77556618,1.73246013
l09,C,fooof,occipital,1.5704874,1.47802625
l10,A,lmer,frontal,1.645522847,-1.104533779
l10,A,lmer,central,3.839042022,-1.684469261
l10,A,lmer,parietal,3.916912914,-1.650621797
l10,A,lmer,occipital,3.561225895,-1.403622942
l10,A,fooof,frontal,0.69029311,1.08529736
l10,A,fooof,central,1.53201094,1.58770125
l10,A,fooof,parietal,1.64230884,1.64736551
l10,A,fooof,occipital,1.70182715,1.60538651
l10,B,lmer,frontal,1.544989814,-0.98728134
l10,B,lmer,central,3.935953631,-1.65245768
l10,B,lmer,parietal,3.960286383,-1.652614457
l10,B,lmer,occipital,3.667879595,-1.44777918
l10,B,fooof,frontal,0.528894135,0.938023722
l10,B,fooof,central,1.423752493,1.474878999
l10,B,fooof,parietal,1.47980725,1.519530174
l10,B,fooof,occipital,1.598877487,1.518234582
l10,C,lmer,frontal,1.608358196,-1.067916752
l10,C,lmer,central,3.72366498,-1.630675397
l10,C,lmer,parietal,3.952729925,-1.653799675
l10,C,lmer,occipital,3.448604854,-1.335412601
l10,C,fooof,frontal,0.672,1.0464
l10,C,fooof,central,1.45064882,1.51916048
l10,C,fooof,parietal,1.66538489,1.68182691
l10,C,fooof,occipital,1.42947131,1.39277161
l11,A,lmer,frontal,3.144876377,-1.10858477
l11,A,lmer,central,4.121476561,-1.500983906
l11,A,lmer,parietal,4.474626027,-1.629040906
l11,A,lmer,occipital,4.748940928,-1.72433307
l11,A,fooof,frontal,1.27723833,1.17228499
l11,A,fooof,central,1.40209985,1.30711359
l11,A,fooof,parietal,1.51999541,1.41478078
